"BEHAVIOR","Crenças","Meritocracy","They trust in their own work and in their capacity to contribute to the company.","","","en_US"
"BEHAVIOR","Crenças","Meritocracy","Treats people in a differentiated form, according to their deliveries, managing conflict.","","","en_US"
"BEHAVIOR","Competências do Profissional","Integrated Action","Conciliation of Interests","","","en_US"
"BEHAVIOR","Competências do Profissional","Integrated Action","Participation and Knowledge Sharing","","","en_US"
"BEHAVIOR","Competências do Profissional","Integrated Action","Respect for Differences","","","en_US"
"BEHAVIOR","Competências do Profissional","Integrated Action","Teamwork","","","en_US"
"BEHAVIOR","Crenças","Foster Talent","Create a motivating and inspiring work environment. ","","","en_US"
"BEHAVIOR","Crenças","Foster Talent","Create conditions and provides opportunities for people to exercise their potential.","","","en_US"
"BEHAVIOR","Crenças","Foster Talent","Facilitate internal mobility, giving or receiving people of other areas.","","","en_US"
"BEHAVIOR","Crenças","Foster Talent","Identify and brings talent to the organization.","","","en_US"
"BEHAVIOR","Crenças","Foster Talent","In his/her decisions, considers the personal moment and the of individual's career expectations.","","","en_US"
"BEHAVIOR","Crenças","Foster Talent","Invests in people development.","","","en_US"
"BEHAVIOR","Crenças","Foster Talent","Knows how to identify and uses the best competences / abilities of people.","","","en_US"
"BEHAVIOR","Crenças","Foster Talent","Provide constructive feedback.","","","en_US"
"BEHAVIOR","Competências Liderança","External Orientation","Pursuit of Best Practices","","","en_US"
"BEHAVIOR","Competências Liderança","External Orientation","Understanding of the Big Picture","","","en_US"
"BEHAVIOR","Competências Liderança","Change Management","Impact and Influence","","","en_US"
"BEHAVIOR","Competências Liderança","Change Management","Initiative","","","en_US"
"BEHAVIOR","Competências Liderança","Change Management","Readiness for Change","","","en_US"
"BEHAVIOR","Crenças","Alliance","Conquers the commitment of others involved in his / her projects.","","","en_US"
"BEHAVIOR","Crenças","Alliance","Creates and strengthens genuine relationships and partnerships in which everyone wins.","","","en_US"
"BEHAVIOR","Crenças","Alliance","Develops and uses the net of relationships to generate value.","","","en_US"
"BEHAVIOR","Crenças","Alliance","Has team spirit and makes clients, suppliers, and community partners become his / her partners.","","","en_US"
"BEHAVIOR","Crenças","Alliance","Shares challenges to identify the best solutions.","","","en_US"
"BEHAVIOR","Crenças","Alliance","Takes attitudes that contribute with others.","","","en_US"
"BEHAVIOR","Crenças","Open Dialogue"," Adopts an open stance for receiving new ideas.","","","en_US"
"BEHAVIOR","Crenças","Open Dialogue","Acts according to what is spoken.","","","en_US"
"BEHAVIOR","Crenças","Open Dialogue","Considers and stimulates the diversity of opinions.","","","en_US"
"BEHAVIOR","Crenças","Open Dialogue","Creates an environment of confidence, with space for speaking up and hearing.","","","en_US"
"BEHAVIOR","Crenças","Open Dialogue","Demonstrates courage to expose own ideas.","","","en_US"
"BEHAVIOR","Crenças","Open Dialogue","Is quick and proactive in the transfer of prominent information.","","","en_US"
"BEHAVIOR","Crenças","Open Dialogue","Prioritizes contact and the direct communication.","","","en_US"
